Job Code,Job Code Desc,Standard Labour Hrs,Billing Hrs,Type,Parent Product Line,Status,Aggregate,Job Code Type
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2.2,2.2,Labour,Indica,Active,,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2.2,2.2,Labour,Indigo,Active,,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2.2,2.2,Labour,Indigo Manza,Active,,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2.2,2.2,Labour,Linea,Active,0,0
71000,FUEL CONSUMPTION DETERMINE ON ROAD,2.2,2.2,Labour,Linea,Active,0,0
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2.2,2.2,Labour,Marina,Active,,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2.2,2.2,Labour,Nano,Active,,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2.2,2.2,Labour,Palio,Active,,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2.2,2.2,Labour,Palio Stile,Active,Engine,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2.2,2.2,Labour,Petra,Active,,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2,2,Labour,Safari,Active,,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2,,Labour,ScPass-Winger,Active,0,0
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2.2,2.2,Labour,Siena,Active,,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2,2,Labour,Spacio,Active,,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2,2,Labour,Sumo,Active,,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2,2,Labour,Sumo Grande,Active,,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2.2,2.2,Labour,Uno,Active,,
71000,"FUEL CONSUMPTION, DETERMINE ON ROAD",2,2,Labour,Venture,Active,0,0
71000,"FUEL CONSUMPTION, DETERMINE ON ROAD",2,,Labour,Venture,Active,Engine and Accessories,Minor Repair
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2.2,2.2,Labour,Week End,Active,,
71000,FUEL CONSUMPTION-DETERMINE ON ROAD,2,2,Labour,Xenon XT,Active,,
72000,CHECK-ENGINE FAST IDLE,0.2,0.2,Labour,Aria,Active,0,0
72000,CHECK-ENGINE FAST IDLE,0.2,0.2,Labour,Safari,Active,,
72000,CHECK-ENGINE FAST IDLE,0.2,,Labour,ScPass-Winger,Active,0,0
72000,CHECK-ENGINE FAST IDLE,0.2,0.2,Labour,Spacio,Active,,
72000,CHECK-ENGINE FAST IDLE,0.2,0.2,Labour,Sumo,Active,,
72000,CHECK-ENGINE FAST IDLE,0.2,0.2,Labour,Sumo Grande,Active,,
72000,CHECK-ENGINE FAST IDLE,0.2,0.2,Labour,Xenon XT,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Adventure,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Aria,Active,0,0
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Fiat500,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Indica,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Indigo,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Indigo Manza,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Linea,Active,0,0
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Linea,Active,Engine,Diagnosis
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Marina,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Palio,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Palio Stile,Active,Engine,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Petra,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Safari,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,,Labour,ScPass-Winger,Active,0,0
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Siena,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Spacio,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Sumo,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Sumo Grande,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Uno,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Venture,Active,0,0
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,,Labour,Venture,Active,Engine and Accessories,Minor Repair
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Week End,Active,,
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,,Labour,Winger_Platinum,Active,0,0
72010,CHECK VACUUM SUPPLY OF VACUUM PUMP,0.2,0.2,Labour,Xenon XT,Active,,
72015,VACCUM RUBBER HOSE OF EGR/FICD REPLACE (EACH),0.1,0.1,Labour,Aria,Active,0,0
72015,VACCUM RUBBER HOSE OF EGR/FICD REPLACE (EACH),0.1,,Labour,ScPass-Winger,Active,0,0
72015,VACCUM RUBBER HOSE OF EGR/FICD REPLACE (EACH),0.1,0.1,Labour,Sumo Grande,Active,,
72015,VACCUM RUBBER HOSE OF EGR/FICD REPLACE (EACH),0.1,0.1,Labour,Xenon XT,Active,,
72020,REMOVE AND INSTALL FAST IDLE,0.2,0.2,Labour,Safari,Active,,
72020,REMOVE AND INSTALL FAST IDLE,0.2,,Labour,ScPass-Winger,Active,0,0
72020,REMOVE AND INSTALL FAST IDLE,0.2,0.2,Labour,Spacio,Active,,
72020,REMOVE AND INSTALL FAST IDLE,0.2,0.2,Labour,Sumo Grande,Active,,
72020,REMOVE AND INSTALL FAST IDLE,0.5,0.5,Labour,Venture,Active,0,0
72020,REMOVE AND INSTALL FAST IDLE,0.5,,Labour,Venture,Active,Engine and Accessories,Minor Repair
72020,REMOVE AND INSTALL FAST IDLE,0.5,,Labour,Winger_Platinum,Active,0,0
72020,REMOVE AND INSTALL FAST IDLE,0.2,0.2,Labour,Xenon XT,Active,,
72020,REMOVE AND INSTALL FAST IDLE,0.2,,Labour,,Active,0,0
72030,REMOVE AND INSTALL SWITCHOVER VALVE,0.25,0.25,Labour,Safari,Active,,
72030,REMOVE AND INSTALL SWITCHOVER VALVE,0.25,,Labour,ScPass-Winger,Active,0,0
72030,REMOVE AND INSTALL SWITCHOVER VALVE,0.25,0.25,Labour,Spacio,Active,,
72030,REMOVE AND INSTALL SWITCHOVER VALVE,0.25,0.25,Labour,Sumo,Active,,
72030,REMOVE AND INSTALL SWITCHOVER VALVE,0.25,0.25,Labour,Sumo Grande,Active,,
72030,REMOVE AND INSTALL SWITCHOVER VALVE,0.25,,Labour,,Active,0,0
72035,SDE- FUEL PRESSURE REGULATOR R/R,0.25,0.25,Labour,Grande Punto,Active,,
72040,CHECK FUEL CUT OFF SOLENOID,0.1,0.1,Labour,Fiat500,Active,,
72040,CHECK FUEL CUT OFF SOLENOID,0.1,0.1,Labour,Indigo Manza,Active,,
72040,CHECK FUEL CUT OFF SOLENOID,0.1,0.1,Labour,Linea,Active,0,0
72040,CHECK FUEL SHUT-OFF VALVE,0.1,,Labour,ScPass-Winger,Active,0,0
72040,CHECK FUEL SHUT-OFF VALVE,0.1,0.1,Labour,Sumo Grande,Active,,
72040,CHECK FUEL SHAFT-OFF VALVE,0.25,0.25,Labour,Venture,Active,0,0
72040,CHECK FUEL SHAFT-OFF VALVE,0.25,,Labour,Venture,Active,Engine and Accessories,Minor Repair
72040,CHECK FUEL SHAFT-OFF VALVE,0.25,,Labour,Winger_Platinum,Active,0,0
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.1,Labour,Adventure,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.1,Labour,Fiat500,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.2,Labour,Indica,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.2,Labour,Indica Vista,Active,Engine and Accessories,Major Repair
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.2,Labour,Indigo,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.1,Labour,Indigo Manza,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.1,Labour,Linea,Active,0,0
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.1,Labour,Linea,Active,Engine,Maintenance
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.2,Labour,Marina,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.1,Labour,Palio,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.1,Labour,Palio Stile,Active,Engine,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.1,Labour,Petra,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.2,0.2,Labour,Safari,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.2,,Labour,ScPass-Winger,Active,0,0
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.1,Labour,Siena,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.2,0.2,Labour,Spacio,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.2,0.2,Labour,Sumo,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.2,0.2,Labour,Sumo Grande,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.1,Labour,Uno,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.25,0.25,Labour,Venture,Active,0,0
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.25,,Labour,Venture,Active,Engine and Accessories,Minor Repair
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.1,0.1,Labour,Week End,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.25,,Labour,Winger_Platinum,Active,0,0
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.2,0.2,Labour,Xenon XT,Active,,
72050,CHECK AND ADJUST IDLE SPEED DEVICE,0.2,,Labour,,Active,0,0
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Adventure,Active,,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.5,0.5,Labour,Aria,Active,0,0
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Fiat500,Active,,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Indica,Active,,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Indica Vista,Active,Engine and Accessories,Major Repair
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Indigo,Active,,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Indigo Manza,Active,,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Linea,Active,0,0
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Linea,Active,0,0
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Marina,Active,,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Palio,Active,,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Palio Stile,Active,Engine,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Petra,Active,,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.5,0.5,Labour,Safari,Active,,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.5,,Labour,ScPass-Winger,Active,0,0
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Siena,Active,,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.5,0.5,Labour,Spacio,Active,,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.5,0.5,Labour,Sumo,Active,,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.5,0.5,Labour,Sumo Grande,Active,,
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Uno,Active,,
72060,REMOVE & INSTALL FUEL SHUT-OFF VALVE,0.5,0.5,Labour,Venture,Active,0,0
72060,REMOVE & INSTALL FUEL SHUT-OFF VALVE,0.5,,Labour,Venture,Active,Engine and Accessories,Minor Repair
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.2,0.2,Labour,Week End,Active,,
72060,REMOVE & INSTALL FUEL SHUT-OFF VALVE,0.5,,Labour,Winger_Platinum,Active,0,0
72060,REMOVE & INSTALL F.I.P SOLENOID VALVE (FUEL SHUT OFF VALVE),0.5,0.5,Labour,Xenon XT,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.5,Labour,Adventure,Active,,
73000,"FUEL FILTERS, RENEW",0.3,0.5,Labour,Adventure,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.5,0.5,Labour,Aria,Active,0,0
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Fiat500,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Grande Punto,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Indica,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Indica Vista,Active,Engine and Accessories,Major Repair
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Indigo,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Indigo Manza,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Linea,Active,0,0
73000,FUEL FILTERS  RENEW,0.3,0.3,Labour,Linea,Active,0,0
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Marina,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Nano,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Palio,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Palio,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Palio Stile,Active,Engine,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Petra,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.5,0.5,Labour,Safari,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.5,,Labour,ScPass-Winger,Active,0,0
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Siena,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.5,0.5,Labour,Spacio,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.5,0.5,Labour,Sumo,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.5,0.5,Labour,Sumo Grande,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.5,0.5,Labour,Sumo Grande,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Uno,Active,,
73000,"FUEL FILTERS, RENEW",0.5,0.5,Labour,Venture,Active,0,0
73000,"FUEL FILTERS, RENEW",0.5,,Labour,Venture,Active,Engine and Accessories,Minor Repair
73000,FUEL FILTERS CARTRIDGE- RENEW,0.3,0.3,Labour,Week End,Active,,
73000,FUEL FILTERS CARTRIDGE- RENEW,0.5,0.5,Labour,Xenon XT,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.6,Labour,Adventure,Active,,
73010,R/R FUEL FILTER ASSY.,0.4,0.6,Labour,Adventure,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.7,0.7,Labour,Aria,Active,0,0
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Fiat500,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.3,0.3,Labour,Grande Punto,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Indica,Active,,
73010,R & R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Indica Vista,Active,Engine and Accessories,Major Repair
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Indigo,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Indigo Manza,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Linea,Active,0,0
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Linea,Active,0,0
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Marina,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.16,0.2,Labour,Nano,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Palio,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Palio,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Palio Stile,Active,Engine,
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Petra,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.7,0.7,Labour,Safari,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.7,,Labour,ScPass-Winger,Active,0,0
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Siena,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.7,0.7,Labour,Spacio,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.7,0.7,Labour,Sumo,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.7,0.7,Labour,Sumo Grande,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Uno,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.4,0.4,Labour,Week End,Active,,
73010,R/R COMPLETE FUEL FILTER ASSY,0.7,0.7,Labour,Xenon XT,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Adventure,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Adventure,Active,Engine,Minor
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Aria,Active,0,0
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Fiat500,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.7,0.7,Labour,Grande Punto,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Indica,Active,,
74000,R & R INJECTOR (EACH),0.5,0.5,Labour,Indica Vista,Active,Engine and Accessories,Major Repair
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Indigo,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Indigo Manza,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Linea,Active,0,0
74000,"INJECTION NOZZLES,RENEW",0.7,0.7,Labour,Linea,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Marina,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Nano,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Palio,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Palio,Active,Engine,Minor
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Palio Stile,Active,Engine,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Petra,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Safari,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,,Labour,ScPass-Winger,Active,0,0
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Siena,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Spacio,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Sumo,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Sumo Grande,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Sumo Grande,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Uno,Active,,
74000,"INJECTION NOZZLES, RENEW",1,1,Labour,Venture,Active,0,0
74000,"INJECTION NOZZLES, RENEW",1,,Labour,Venture,Active,Engine and Accessories,Minor Repair
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Week End,Active,,
74000,R/R INJECTION NOZZLE (EACH),0.5,0.5,Labour,Xenon XT,Active,,
74010,INJECTORS REMOVE AND INSTALL INCLUDING HP LINES R/R,0.7,0.7,Labour,Adventure,Active,,
74010,INJECTORS REMOVE AND INSTALL INCLUDING HP LINES R/R,0.7,0.7,Labour,Fiat500,Active,,
74010,INJECTORS REMOVE AND INSTALL INCLUDING HP LINES R/R,0.45,0.45,Labour,Grande Punto,Active,,
74010,INJECTORS REMOVE AND INSTALL INCLUDING HP LINES R/R,0.7,0.7,Labour,Indigo Manza,Active,,
74010,INJECTORS REMOVE AND INSTALL INCLUDING HP LINES R/R,0.7,0.7,Labour,Linea,Active,0,0
74010,INJECTORS REMOVE AND INSTALL INCLUDING HP LINES R/R,0.7,0.7,Labour,Palio,Active,,
74010,INJECTORS REMOVE AND INSTALL INCLUDING HP LINES R/R,0.7,0.7,Labour,Palio Stile,Active,Engine,
74010,INJECTORS REMOVE AND INSTALL,1,,Labour,ScPass-Winger,Active,0,0
74010,INJECTORS REMOVE AND INSTALL,1,1,Labour,Sumo Grande,Active,,
74010,INJECTORS REMOVE AND INSTALL - SET,4,4,Labour,Venture,Active,0,0
74010,INJECTORS REMOVE AND INSTALL - SET,0,,Labour,Venture,Active,0,0
74010,INJECTORS REMOVE AND INSTALL - SET,0,,Labour,Winger_Platinum,Active,0,0
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Adventure,Active,,
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Adventure,Active,Engine,Minor
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Fiat500,Active,,
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.45,0.45,Labour,Grande Punto,Active,,
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Indica,Active,,
74011,R & R INJECTORS ( PETROL),0.6,0.6,Labour,Indica Vista,Active,Engine and Accessories,Major Repair
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Indigo,Active,,
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Indigo Manza,Active,,
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Linea,Active,0,0
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Linea,Active,Engine,Minor
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Marina,Active,,
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.25,0.25,Labour,Nano,Active,,
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Palio,Active,,
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Palio,Active,Engine,Minor
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Palio Stile,Active,Engine,
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Petra,Active,,
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Siena,Active,,
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Uno,Active,,
74011,R/R PETROL INJECTOR ALL FOR MPFI PETROL,0.7,0.7,Labour,Week End,Active,,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,0.5,0.5,Labour,Adventure,Active,,
75000,CHECK AND ADJUST INJECTION PUMP TIMING,0.5,0.5,Labour,Adventure,Active,,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,0.5,0.5,Labour,Fiat500,Active,,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,0.1,0.1,Labour,Grande Punto,Active,,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,0.5,1,Labour,Indica,Active,,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,0.5,1,Labour,Indica Vista,Active,Engine and Accessories,Major Repair
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,0.5,1,Labour,Indigo,Active,,
75000,CHECK AND ADJUST INJECTION PUMP TIMING,0.5,1,Labour,Indigo Manza,Active,,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,0.5,0.5,Labour,Linea,Active,0,0
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,0.5,0.5,Labour,Linea,Active,0,0
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,0.5,1,Labour,Marina,Active,,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,0.5,0.5,Labour,Palio,Active,,
75000,CHECK AND ADJUST INJECTION PUMP TIMING,0.5,0.5,Labour,Palio,Active,,
75000,CHECK AND ADJUST INJECTION PUMP TIMING,0.5,0.5,Labour,Palio Stile,Active,Engine,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,0.5,0.5,Labour,Petra,Active,,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,1.25,1,Labour,Safari,Active,,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,1.25,,Labour,ScPass-Winger,Active,0,0
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,0.5,0.5,Labour,Siena,Active,,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,1.25,1,Labour,Spacio,Active,,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,1.25,1,Labour,Sumo,Active,,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,1.25,1,Labour,Sumo Grande,Active,,
75000,CHECK AND ADJUST FUEL INJECTION PUMP TIMING,0.5,0.5,Labour,Uno,Active,,
75000,CHECK AND ADJUST INJECTION PUMP TIMING,1.5,1.5,Labour,Venture,Active,0,0
